FID,NUM,NORTHING,EASTING,ELEV,DESC,LONG,LAT,SOURCE,SET_BY,DATE,NOTES,PROJECT
0,7,278466.212,2684150.851,317.292,SPIKESET,-75.1926,40.069303,TS,JC,4/6/2016,CITY_DATUM,SKELLY-2012-001D
